抓取時間,超連結,物件標題,物件價格,格局,地址 , 物件類型 , 屋齡 , 樓層,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS174938&pi=42&st=&si=4&spu=adkakkd,大安臥龍美寓1,2195萬,6房3廳2衛29.04坪(建坪),台北市大安區臥龍街 , 公寓 , 45.3年 , 3 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=XS117534&pi=42&st=&si=5&spu=adkakkd,北投溫泉稀有別墅,5000萬,6房2廳5衛(含加蓋1房)68.74坪(建坪),台北市北投區泉源路 , 別墅 , 35.2年 , B1-4 / 4樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS176785&pi=42&st=&si=6&spu=adkakkd,F6大直美堤面中庭三房車,3480萬,3房2廳2衛47.02坪(建坪),台北市中山區樂群二路 , 華廈 , 24.4年 , 2 / 10樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS21416&pi=42&st=&si=7&spu=adkakkd,伊通靜巷採光華夏,4700萬,3房2廳2衛1室61.09坪(建坪),台北市中山區建國北路二段 , 華廈 , 38.4年 , 4 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS178881&pi=42&st=&si=8&spu=adkakkd,漂亮德惠2樓美寓,1780萬,2房2廳2衛23.08坪(建坪),台北市中山區德惠街 , 公寓 , 41年 , 2 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS167274&pi=42&st=&si=9&spu=adaekkd,麗莊方正電梯三房,2580萬,降價2450,台北市士林區中山北路七段 , 華廈 , 38年 , 5 / 6樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS179560&pi=42&st=&si=10&spu=adkakkd,F2中山北路露臺三房車位,4780萬,3房2廳2衛72.58坪(建坪),台北市中山區中山北路二段 , 華廈 , 27.3年 , 2 / 9樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS180358&pi=43&st=&si=1&spu=adkakkd,B7大同世界電梯小宅,1280萬,1房1廳2衛16.29坪(建坪),台北市大同區民權西路 , 大樓 , 34.7年 , 7 / 18樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS180323&pi=43&st=&si=2&spu=adkakkd,H9榮星花園方正公寓,2180萬,4房2廳2衛29.86坪(建坪),台北市中山區五常街 , 公寓 , 46.6年 , 4 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS179891&pi=43&st=&si=3&spu=adkakkd,民生重劃區美妝一樓,7280萬,6房4廳4衛92.95坪(建坪),台北市松山區民權東路三段 , 華廈 , 43.6年 , B1-1 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=XS126718&pi=43&st=&si=4&spu=aiiabaj,MOMA大樓雙車位出售,590萬,21.98坪(建坪),台北市信義區忠孝東路五段 , 其他 , 20.2年 , B2 / 樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS144223&pi=43&st=&si=5&spu=agkafak,新中公園坡平車位,385萬,8.9坪(建坪),台北市松山區新中街 , 其他 , 34.1年 , B3 / 8樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS29418&pi=43&st=&si=7&spu=ajaafad,世界山莊車位(94個),14100萬,1295.8坪(建坪),台北市文山區和平東路四段 , 大樓 , 27.5年 , B2 / 16樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS32929&pi=43&st=&si=8&spu=afiafkd,南港世界心河景辦公,5880萬,6室1廳1衛105.73坪(建坪),台北市南港區重陽路 , 大樓 , 12.5年 , 6 / 12樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS32752&pi=43&st=&si=10&spu=afiafkd,松江民生大辦公商場,12680萬,OPEN212.65坪(建坪),台北市中山區民生東路二段 , 華廈 , 45.7年 , B1 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS163615&pi=44&st=&si=1&spu=afaakkd,景華靜巷大三房,2080萬,3房2廳2衛37.31坪(建坪),台北市文山區景華街 , 公寓 , 40.8年 , 5 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=OS182264&pi=44&st=&si=2&spu=afaakkd,北投國中巷寬一樓,1720萬,2房1廳1衛29.45坪(建坪),台北市北投區溫泉路 , 公寓 , 43.5年 , 1 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS156640&pi=44&st=&si=3&spu=afkakad,天母鄉村風景觀四房,2900萬,4房2廳2衛49.25坪(建坪),台北市士林區中山北路七段 , 華廈 , 38.4年 , 4 / 6樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS173744&pi=44&st=&si=4&spu=afaakkd,西園面樹海四房大戶雙車位,5480萬,4房2廳3衛92.54坪(建坪),台北市萬華區西園路二段 , 華廈 , 10.3年 , 4 / 9樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS170066&pi=44&st=&si=5&spu=afaakkd,國中旁一樓三房,1380萬,3房2廳1衛23.97坪(建坪),台北市北投區公館路 , 公寓 , 55.2年 , 1 / 4樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS26232&pi=44&st=&si=6&spu=adjakkd,$冠德庭院一樓,4488萬,4房3廳4衛58.78坪(建坪),台北市中正區廈門街 , 華廈 , 31.3年 , 1 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS165664&pi=44&st=&si=7&spu=adjakkd,首都帝景水岸大樓II,4380萬,4房2廳2衛63.89坪(建坪),台北市中正區水源路 , 大樓 , 6.8年 , 2 / 13樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS180783&pi=44&st=&si=8&spu=afaakkd,萬隆捷運四面採光獨棟美寓,2268萬,3房2廳2衛37.98坪(建坪),台北市文山區溪洲街 , 公寓 , 46.8年 , 5 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS181212&pi=44&st=&si=9&spu=afaakkd,南方庭園一層一戶邊間四房,2990萬,4房2廳2衛1室57.12坪(建坪),台北市文山區辛亥路四段 , 公寓 , 38.4年 , 5 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=HS58976&pi=44&st=&si=10&spu=aiaafak,忠孝東路機械平面車位,350萬,16.91坪(建坪),台北市大安區忠孝東路四段 , 大樓 , 44.8年 , B2 / 12樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS127778&pi=45&st=&si=1&spu=ahiafad,北投溫泉湯屋,1130萬,2房2廳1衛28.31坪(建坪),台北市北投區溫泉路 , 公寓 , 50.2年 , 3 / 4樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS28977&pi=45&st=&si=2&spu=aiaafak,近民權西捷運獨賣三車位,360萬,12.54坪(建坪),台北市大同區民權西路 , 其他 , B2 / 14樓,,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS184264&pi=45&st=&si=3&spu=aiaafak,民生合江車位,110萬,3.99坪(建坪),台北市中山區合江街 , 華廈 , 22.3年 , B2 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=XS124408&pi=45&st=&si=4&spu=afhafkd,內湖科學園區優質廠辦,4700萬,6室1廳100.91坪(建坪),台北市內湖區瑞光路 , 大樓 , 24.3年 , 7 / 8樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS184265&pi=45&st=&si=5&spu=aiaafak,北大商圈車位,108萬,3.99坪(建坪),台北市中山區合江街 , 華廈 , 22.3年 , B2 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS32791&pi=45&st=&si=6&spu=aiaafak,稀有地點好機械車位,120萬,5.05坪(建坪),台北市大安區安和路二段 , 華廈 , 27.9年 , 1 / 9樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS174914&pi=45&st=&si=7&spu=afhafkd,花墅大器透天豪邸,8888萬,8房4廳7衛169.28坪(建坪),台北市北投區翠宜路 , 透天 , 28.8年 , 1-3 / 3樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS174916&pi=45&st=&si=8&spu=afhafkd,文武雙全南港世界心,5880萬,4室1廳1衛2陽台105.73坪(建坪),台北市南港區重陽路 , 大樓 , 12.5年 , 6 / 12樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS185468&pi=45&st=&si=9&spu=aeahbkd,JZ9劍潭捷運三角窗店面,2880萬,降價2480,台北市士林區通河街 , 其他 , 45.3年 , B1-1 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS175484&pi=46&st=&si=2&spu=ahaakad,松江南京商辦車位,1898萬,47.7坪(建坪),台北市中山區南京東路二段 , 大樓 , 51.8年 , B1 / 11樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS23768&pi=46&st=&si=4&spu=adiakkd,西門捷運衡陽稀有純辦車位,7800萬,5房1廳2衛107.99坪(建坪),台北市中正區衡陽路 , 大樓 , 30.6年 , 4 / 13樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS183015&pi=46&st=&si=5&spu=ackefkd,DZ4晴光商圈低總2房,1988萬,降價1898,台北市中山區農安街 , 大樓 , 35.3年 , 2 / 9樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS183922&pi=46&st=&si=6&spu=ackefkd,晴光兩室大露台含車,2800萬,降價2700,台北市中山區農安街 , 華廈 , 27年 , 3 / 10樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS173780&pi=46&st=&si=7&spu=ackefkd,東王漢宮美景捷運宅2,4480萬,降價4380,台北市中山區民權東路三段 , 大樓 , 38年 , 5 / 19樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=GS117141&pi=46&st=&si=8&spu=ackefkd,忠孝敦化捷運電梯住辦,4580萬,降價4128,台北市大安區忠孝東路四段 , 華廈 , 46.9年 , 4 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS183296&pi=46&st=&si=9&spu=ackefkd,J11古亭辦公室機能超棒,3400萬,降價3200,台北市中正區和平西路一段 , 大樓 , 39.4年 , 2 / 12樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS176642&pi=46&st=&si=10&spu=edaabkg,捷運全新裝潢低總價套房,880萬,1房1廳1衛11.99坪(建坪),台北市北投區溫泉路 , 華廈 , 43.8年 , 2 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS176909&pi=47&st=&si=3&spu=fcaabke,天母電梯低總價美宅,1088萬,1房1廳1衛11.36坪(建坪),台北市士林區士東路 , 華廈 , 30.3年 , 2 / 6樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS177144&pi=47&st=&si=4&spu=fcaabke,全新裝潢小套房,1050萬,1房1廳1衛8.2坪(建坪),台北市中山區林森北路 , 華廈 , 42年 , 7 / 8樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS162702&pi=47&st=&si=5&spu=agaakak,敦南信義雙車位,460萬,10.69坪(建坪),台北市大安區敦化南路一段 , 大樓 , 43.8年 , B2 / 12樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS27135&pi=47&st=&si=6&spu=aekafkd,樓中樓101景觀辦公,7728萬,2室4廳2衛129.59坪(建坪),台北市內湖區新明路 , 大樓 , 14.6年 , 12 / 12樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS26875&pi=47&st=&si=7&spu=aekafkd,內科港墘捷運廠辦,12500萬,7室1廳182.42坪(建坪),台北市內湖區內湖路一段 , 華廈 , 25.2年 , 7 / 9樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS169443&pi=47&st=&si=8&spu=aekafkd,故宮華廈三房車位,2980萬,3房2廳2衛42.82坪(建坪),台北市士林區故宮路 , 華廈 , 24.7年 , 3 / 6樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS171019&pi=47&st=&si=9&spu=aekafkd,天母麗莊獨棟電梯四房,3980萬,4房2廳2衛65.63坪(建坪),台北市士林區中山北路七段 , 華廈 , 33.5年 , 4 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS29771&pi=47&st=&si=10&spu=aekafkd,靜巷純住方正寬敞四房,2380萬,4房2廳1衛1室38.46坪(建坪),台北市中正區重慶南路三段 , 公寓 , 55.6年 , 2 / 4樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS182209&pi=48&st=&si=1&spu=aekafkd,GZ1西園吉祥獨戶大四房車,5838萬,4房2廳3衛92.54坪(建坪),台北市萬華區西園路二段 , 大樓 , 10.3年 , 6 / 9樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS183736&pi=48&st=&si=2&spu=aekafkd,天母幸福外僑學校4房+車位,4700萬,4房2廳2衛76.48坪(建坪),台北市士林區中山北路七段 , 華廈 , 46.3年 , 1 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS183990&pi=48&st=&si=3&spu=aekafkd,H4天母三越幸福四房車,4700萬,4房2廳2衛76.48坪(建坪),台北市士林區中山北路七段 , 華廈 , 46.3年 , 1 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS173322&pi=48&st=&si=4&spu=aekafkd,小巨蛋捷運美住辦,4320萬,3房2廳2衛1室62.5坪(建坪),台北市松山區八德路三段 , 大樓 , 35.9年 , 2 / 12樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS32278&pi=48&st=&si=5&spu=aekafkd,中山國小站商三獨戶,3680萬,3室2廳2衛52.93坪(建坪),台北市中山區新生北路三段 , 公寓 , 35年 , 3 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS173894&pi=48&st=&si=6&spu=aeaefkd,天母新城電梯四房屋況佳,3895萬,降價3800,台北市北投區天母西路 , 華廈 , 40.4年 , 6 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS184754&pi=48&st=&si=7&spu=aekafkd,FZ9中山國小捷運公寓3樓,3680萬,3房2廳2衛52.93坪(建坪),台北市中山區新生北路三段 , 公寓 , 35年 , 3 / 5樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS184177&pi=48&st=&si=8&spu=aekafkd,中山北靜盧三室露台戶,4780萬,3室/2廳/2衛72.6坪(建坪),台北市中山區中山北路二段 , 華廈 , 27.3年 , 2 / 9樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS184507&pi=48&st=&si=9&spu=aekafkd,花博公園挑高樓中樓,3880萬,4房2廳2衛55.96坪(建坪),台北市中山區新生北路三段 , 華廈 , 34.3年 , 7-8 / 10樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS175708&pi=48&st=&si=10&spu=aekafkd,大直梅莊美裝璜樓中樓好宅$,6688萬,5房2廳3衛105.33坪(建坪),台北市內湖區文湖街 , 華廈 , 30.7年 , 5-6 / 9樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS33525&pi=49&st=&si=1&spu=aeaefkd,隆德天下管理三房,4388萬,降價3950,台北市文山區汀州路四段 , 大樓 , 14年 , 5 / 14樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS184440&pi=49&st=&si=2&spu=aekafkd,天母幸福美妝華廈,4700萬,4+1房2廳2衛76.48坪(建坪),台北市士林區中山北路七段 , 華廈 , 46.3年 , 1 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS186970&pi=49&st=&si=3&spu=fcaabkd,A8民權西高樓景觀美套,1550萬,1房1廳1衛11.9坪(建坪),台北市大同區民權西路 , 大樓 , 0.7年 , 12 / 15樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS186929&pi=49&st=&si=4&spu=fcaabkd,JZ5古亭捷運超值黃金店面,1880萬,0房2廳1衛20.33坪(建坪),台北市中正區重慶南路三段 , 其他 , 41.3年 , B1-1 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS36002&pi=49&st=&si=5&spu=fcaabkd,國館仁愛樹海101,5788萬,4房2廳2衛44.54坪(建坪),台北市大安區仁愛路四段 , 大樓 , 42.8年 , 9 / 14樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS176434&pi=49&st=&si=6&spu=fcaabkd,士林故宮築夢美邸,2980萬,4房2廳2衛31.38坪(建坪),台北市士林區中社路一段 , 透天 , 49.3年 , 1 / 1樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS186958&pi=49&st=&si=7&spu=fcaabkd,F9商三雙捷天祥路寓見你,2980萬,3房2廳1衛25.1坪(建坪),台北市中山區天祥路 , 公寓 , 58.8年 , 3 / 4樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS36104&pi=49&st=&si=8&spu=fcaabkd,國泰瑞安懷石豪宅,15000萬,4房2廳2衛104.75坪(建坪),台北市大安區瑞安街 , 華廈 , 15.7年 , 2 / 10樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=WS36150&pi=49&st=&si=9&spu=fcaabkd,永春面公園三房車,6888萬,3房2廳2衛74.8坪(建坪),台北市信義區虎林街 , 大樓 , 34.3年 , 7 / 12樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS186905&pi=49&st=&si=10&spu=fcaabkd,JZ6公館站住辦到站即到家,3380萬,0房1廳1衛27.54坪(建坪),台北市中正區羅斯福路四段 , 大樓 , 18.9年 , 7 / 15樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=ZS186981&pi=50&st=&si=1&spu=fcaabkd,中山國中面學校電梯三房,4600萬,3房2廳2衛39.06坪(建坪),台北市松山區復興北路 , 華廈 , 39.3年 , 2 / 7樓,,,
2024/11/28 00:24,https://www.hbhousing.com.tw/detail/?sn=YS177125&pi=50&st=&si=2&spu=fcaabkd,精美裝潢2房2衛,1680萬,2房1廳2衛15.11坪(建坪),台北市中山區新生北路二段 , 大樓 , 52.5年 , 10 / 12樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=WS36221&pi=50&st=&si=3&spu=fcaabkd,森林公園泰順101平車,8980萬,4房2廳2衛71.05坪(建坪),台北市大安區泰順街 , 華廈 , 12年 , 3 / 10樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS186983&pi=50&st=&si=4&spu=fcaabkd,J5台北小巨蛋高樓商辦,1988萬,開放式20.63坪(建坪),台北市松山區南京東路四段 , 大樓 , 45.1年 , 12 / 12樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS187168&pi=50&st=&si=5&spu=fcaabkd,G4美麗華大空間高樓美景,9900萬,4房4廳3衛105.27坪(建坪),台北市中山區北安路 , 華廈 , 6.7年 , 7 / 7樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS187046&pi=50&st=&si=6&spu=fcaabkd,JZ9正馬路大面寬金店面,2980萬,開放式25.7坪(建坪),台北市大同區酒泉街 , 其他 , 53.2年 , 1 / 4樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS187186&pi=50&st=&si=7&spu=fcaabkd,B11承德金德原高樓景觀宅,5560萬,開放式66.17坪(建坪),台北市大同區承德路二段 , 大樓 , 39.8年 , 12 / 12樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=WS36053&pi=50&st=&si=8&spu=fcaabkd,永春邊間大空間鼎佳,3500萬,2房3廳3衛(含加蓋1房/1廳/1衛)36.31坪(建坪),台北市信義區虎林街 , 公寓 , 49.8年 , 4 / 4樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=WS36012&pi=50&st=&si=9&spu=fcaabkd,東門捷運邊間雅寓,3888萬,4房2廳2衛44.09坪(建坪),台北市中正區臨沂街 , 公寓 , 55.9年 , 4 / 4樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=WS36108&pi=50&st=&si=10&spu=fcaabkd,世界明珠廊道美妝三房,2388萬,3房2廳2衛25.22坪(建坪),台北市南港區興南街 , 公寓 , 46.5年 , 3 / 4樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS187218&pi=51&st=&si=1&spu=fcaabkd,I12西園金透天潛力宅,2680萬,0房2廳2衛9.67坪(建坪),台北市萬華區西園路一段 , 透天 , 89.8年 , 1 / 1樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=WS36055&pi=51&st=&si=2&spu=fcaabkd,捷運低總機能宅,1850萬,OPEN12.76坪(建坪),台北市信義區崇德街 , 公寓 , 52.3年 , 2 / 4樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=YS176748&pi=51&st=&si=4&spu=edaabkd,稀有一層一戶採光2樓,1780萬,0房1廳1衛22.93坪(建坪),台北市士林區大南路 , 公寓 , 38.2年 , 2 / 5樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=WS27932&pi=51&st=&si=5&spu=acaekke,景美花園廣場小資美宅,1150萬,降價1068,台北市文山區景興路 , 大樓 , 30.7年 , 4 / 12樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS181314&pi=51&st=&si=6&spu=agaafkd,JZ1通化商圈文青邊間店面,2380萬,開放式50.78坪(建坪),台北市大安區光復南路 , 大樓 , 21.1年 , 1 / 9樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS183639&pi=51&st=&si=7&spu=aejafkd,JZ8南京三民好風水辦公,2690萬,3房2廳0衛41.84坪(建坪),台北市松山區基隆路一段 , 大樓 , 29.8年 , 12 / 18樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS186295&pi=51&st=&si=8&spu=dcaafkj,BZ3北車雙子星置產美套,588萬,1房1廳1衛6.77坪(建坪),台北市大同區延平北路一段 , 大樓 , 43.4年 , 8 / 11樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=XS125094&pi=51&st=&si=9&spu=aejafkd,內湖行愛路優質辦公大樓,6500萬,７室１廳118.98坪(建坪),台北市內湖區行愛路 , 大樓 , 16.1年 , 2 / 8樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=YS176310&pi=51&st=&si=10&spu=deaabkd,學區邊間景觀頂家,1798萬,1房2廳1衛(含加蓋2房/1廳/1衛)29.56坪(建坪),台北市北投區溫泉路 , 公寓 , 54.7年 , 4 / 4樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS170701&pi=52&st=&si=1&spu=acaekkd,景美女中庭院一樓,4888萬,降價4688,台北市文山區辛亥路七段 , 公寓 , 44.9年 , 1 / 5樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS167914&pi=52&st=&si=2&spu=ackakkd,花博邊間電梯三房美屋,2638萬,3房2廳2衛32.22坪(建坪),台北市中山區新生北路三段 , 華廈 , 48.2年 , 2 / 9樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS134732&pi=52&st=&si=3&spu=ackakkd,華山高樓美景住辦,4388萬,3室2廳2衛(含加蓋2室1廳2衛)45.31坪(建坪),台北市中正區杭州南路一段 , 大樓 , 32.5年 , 11 / 11樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS158808&pi=52&st=&si=4&spu=ackakkd,國泰台大景觀附車,6580萬,3房2廳2衛72.93坪(建坪),台北市大安區建國南路二段 , 大樓 , 39.9年 , 9 / 11樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=WS09090&pi=52&st=&si=5&spu=ackakkd,中山國小捷運精美3房,2638萬,3房2廳2衛32.22坪(建坪),台北市中山區新生北路三段 , 華廈 , 48.2年 , 2 / 9樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=YS156409&pi=52&st=&si=6&spu=ackakkd,天母蘭桂坊高樓景觀戶,2988萬,3房2廳2衛(含加蓋1房)32.65坪(建坪),台北市士林區天玉街 , 大樓 , 27.6年 , 10 / 11樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS154049&pi=52&st=&si=7&spu=acaekkd,敦南新鑽景闊名邸,13075萬,降價12498,台北市大安區敦化南路二段 , 大樓 , 38.1年 , 23 / 24樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=WS17395&pi=52&st=&si=8&spu=ackakkd,B6中山稀有大套房,1480萬,1房1廳1衛16.93坪(建坪),台北市中山區新生北路三段 , 大樓 , 23.5年 , 3 / 11樓,,,
2024/11/28 00:25,https://www.hbhousing.com.tw/detail/?sn=ZS166310&pi=52&st=&si=9&spu=ackakkd,東區國館．電梯3房,3000萬,3房2廳1衛31.24坪(建坪),台北市大安區延吉街 , 華廈 , 44.8年 , 2 / 7樓,,,
